churn,number_vmail_messages,total_day_calls,total_eve_minutes,total_eve_charge,total_intl_minutes,number_customer_service_calls
no,0,120,168.6,14.33,14.6,1
no,0,115,184.8,15.71,7.0,0
no,13,104,111.6,9.49,12.1,1
no,34,121,153.2,13.02,4.7,3
no,0,89,149.3,12.69,11.0,0
no,31,70,279.3,23.74,9.7,5
no,0,79,201.0,17.09,11.6,1
no,0,90,156.0,13.26,11.6,2
no,0,123,129.2,10.98,12.9,1
no,0,119,91.2,7.75,13.8,3
no,0,117,225.0,19.13,7.6,3
no,0,120,230.5,19.59,11.9,1
no,0,107,222.0,18.87,13.7,1
no,38,93,211.7,17.99,10.0,1
no,0,103,246.8,20.98,9.7,1
no,0,145,249.1,21.17,7.1,1
no,0,74,181.8,15.45,10.4,4
no,45,120,217.5,18.49,12.2,1
no,0,99,176.7,15.02,14.7,4
no,0,96,153.1,13.01,9.8,2
no,0,95,179.9,15.29,11.5,0
no,0,98,164.5,13.98,10.9,2
no,11,82,173.7,14.76,10.1,2
no,32,109,145.8,12.39,9.4,1
no,0,93,170.5,14.49,8.3,3
no,38,90,140.4,11.93,10.5,0
no,0,96,244.9,20.82,7.7,1
no,0,146,161.9,13.76,8.3,3
no,0,124,169.5,14.41,5.6,3
yes,0,120,225.8,19.19,10.2,1
no,40,87,268.3,22.81,8.5,0
no,22,115,150.3,12.78,9.3,0
no,0,133,171.7,14.59,9.9,1
no,0,111,287.4,24.43,9.1,1
no,34,80,156.5,13.3,13.2,1
no,0,106,293.8,24.97,10.3,3
no,0,114,206.9,17.59,11.3,1
no,0,67,153.0,13.01,10.2,2
no,30,117,286.7,24.37,12.9,2
no,39,127,276.5,23.5,12.3,0
no,17,95,263.5,22.4,12.0,1
no,0,93,131.2,11.15,5.4,0
no,0,135,182.4,15.5,6.7,0
yes,0,72,211.0,17.94,10.5,4
no,0,112,266.9,22.69,9.8,2
no,0,45,141.9,12.06,8.5,0
yes,0,95,161.9,13.76,11.3,5
no,21,135,149.5,12.71,8.1,1
no,22,116,167.3,14.22,7.8,1
no,32,62,201.4,17.12,4.2,2
no,0,59,156.0,13.26,10.2,1
no,0,110,226.1,19.22,13.8,1
no,41,95,241.8,20.55,9.6,1
no,0,66,257.2,21.86,13.4,0
no,0,131,179.2,15.23,9.9,2
no,0,107,212.0,18.02,13.2,1
no,0,125,163.2,13.87,12.6,0
no,20,98,136.1,11.57,8.7,2
no,0,105,143.4,12.19,10.9,2
no,0,119,233.5,19.85,10.0,2
no,0,115,161.9,13.76,7.2,3
no,42,95,184.2,15.66,10.2,0
no,0,125,211.0,17.94,0.0,2
no,0,117,205.2,17.44,10.7,0
yes,0,88,213.9,18.18,12.0,5
no,19,115,160.8,13.67,12.2,2
no,0,70,209.5,17.81,12.4,0
no,0,116,233.7,19.86,7.9,2
no,0,101,152.5,12.96,8.4,2
no,28,105,250.4,21.28,7.8,1
no,0,76,145.4,12.36,12.1,1
no,0,142,228.4,19.41,8.4,2
no,0,116,156.4,13.29,7.8,3
no,0,121,220.6,18.75,11.8,1
no,0,57,281.1,23.89,9.7,0
yes,0,65,122.3,10.4,6.4,0
no,0,93,178.5,15.17,13.1,2
no,0,93,149.9,12.74,9.2,2
no,0,98,252.7,21.48,7.2,2
yes,0,60,262.0,22.27,12.3,2
no,0,99,224.7,19.1,18.0,1
yes,0,108,169.2,14.38,9.2,2
yes,0,100,232.5,19.76,9.0,0
no,0,86,167.8,14.26,6.4,3
no,0,80,208.7,17.74,14.0,1
yes,28,117,312.5,26.56,10.7,3
no,24,82,181.6,15.44,12.9,1
no,0,121,253.2,21.52,14.2,2
yes,0,116,269.7,22.92,9.5,1
no,28,123,285.2,24.24,6.9,1
no,0,113,268.1,22.79,13.2,3
no,0,121,169.9,14.44,8.2,0
no,0,72,234.0,19.89,12.2,2
no,0,117,223.6,19.01,12.7,2
no,21,112,263.3,22.38,11.9,1
no,0,119,192.3,16.35,6.6,1
no,0,101,212.3,18.05,9.3,2
no,0,133,235.1,19.98,16.9,0
no,29,81,190.3,16.18,11.5,1
no,0,67,264.5,22.48,9.0,1
no,33,130,186.4,15.84,7.7,1
no,0,69,95.1,8.08,8.0,1
no,0,92,177.8,15.11,12.1,1
no,0,65,229.7,19.52,10.7,1
no,0,87,183.6,15.61,13.5,0
yes,0,116,303.7,25.81,9.3,2
no,0,81,243.3,20.68,12.0,3
no,43,100,144.1,12.25,8.5,1
no,0,62,226.6,19.26,7.8,2
yes,0,60,152.9,13.0,10.4,1
yes,0,112,180.0,15.3,12.8,1
yes,0,95,179.3,15.24,15.5,1
no,33,105,231.6,19.69,11.1,2
no,0,92,213.0,18.11,8.5,2
no,0,106,169.0,14.37,11.8,0
no,0,107,196.5,16.7,7.8,1
no,0,90,304.4,25.87,8.6,0
no,0,90,140.9,11.98,7.5,2
no,0,78,211.0,17.94,11.4,3
no,0,122,218.5,18.57,9.8,3
no,0,106,206.0,17.51,11.4,1
no,0,113,226.6,19.26,8.9,3
no,37,99,194.7,16.55,12.0,2
no,0,130,217.2,18.46,13.9,1
no,30,95,211.8,18.0,9.3,3
yes,0,141,267.8,22.76,8.8,1
no,0,100,178.6,15.18,12.8,5
no,0,120,200.7,17.06,14.3,0
yes,0,81,203.4,17.29,11.8,1
yes,0,80,281.2,23.9,8.4,1
no,0,92,138.3,11.76,5.8,1
no,0,88,270.4,22.98,14.0,2
no,0,80,206.5,17.55,10.3,1
yes,0,90,279.5,23.76,8.8,0
no,0,120,174.4,14.82,11.2,1
no,30,107,247.2,21.01,11.5,1
yes,0,131,167.0,14.2,11.4,2
no,38,126,273.8,23.27,14.1,2
no,0,100,239.3,20.34,9.9,3
no,46,124,270.9,23.03,6.7,4
no,24,90,152.1,12.93,10.7,1
no,37,98,142.4,12.1,5.9,1
no,0,130,203.8,17.32,11.8,0
no,0,102,195.7,16.63,8.4,2
yes,0,78,270.5,22.99,12.2,0
no,33,140,213.3,18.13,16.0,0
no,0,98,180.2,15.32,10.7,2
no,27,137,210.6,17.9,6.9,1
no,35,138,201.0,17.09,7.5,4
no,0,85,129.5,11.01,10.9,2
yes,0,106,182.2,15.49,11.6,0
no,0,119,171.2,14.55,12.0,2
no,27,51,236.5,20.1,12.6,2
no,0,85,295.9,25.15,12.5,1
no,0,126,204.5,17.38,6.8,4
no,0,148,262.1,22.28,9.8,2
no,0,126,230.0,19.55,10.6,0
no,0,106,182.0,15.47,12.6,2
no,0,94,257.4,21.88,10.0,1
no,0,92,118.7,10.09,6.0,2
no,0,82,287.7,24.45,5.9,3
no,0,116,261.5,22.23,11.4,2
no,33,111,312.6,26.57,12.2,1
no,24,99,193.5,16.45,10.8,3
no,39,140,241.6,20.54,11.3,1
no,21,99,147.8,12.56,10.0,1
no,0,114,133.0,11.31,10.6,3
no,0,114,186.4,15.84,11.5,5
yes,0,120,255.8,21.74,13.4,0
no,23,145,236.7,20.12,12.7,1
no,0,114,197.5,16.79,9.8,1
no,0,100,215.4,18.31,4.9,2
no,0,112,238.7,20.29,9.2,3
no,0,117,158.1,13.44,9.7,0
no,30,103,255.1,21.68,12.4,1
no,0,85,196.7,16.72,6.8,1
no,0,73,167.0,14.2,10.0,1
no,0,73,240.1,20.41,8.9,3
no,0,84,184.8,15.71,13.5,0
no,0,130,216.0,18.36,16.1,2
yes,0,136,257.7,21.9,13.4,4
no,0,96,218.9,18.61,9.5,0
yes,0,108,308.7,26.24,13.7,2
no,0,123,183.1,15.56,12.7,2
yes,26,115,166.6,14.16,14.4,1
no,0,86,229.7,19.52,10.1,3
yes,0,128,140.9,11.98,12.1,1
no,27,84,221.0,18.79,10.0,3
no,21,91,213.9,18.18,8.6,0
no,0,97,185.4,15.76,1.1,2
no,12,108,151.0,12.84,9.0,2
no,0,92,186.8,15.88,9.5,2
yes,0,123,155.8,13.24,9.2,0
no,0,117,217.4,18.48,12.8,0
no,0,109,123.5,10.5,5.7,0
no,0,96,257.1,21.85,12.1,0
yes,0,139,150.8,12.82,7.3,4
no,0,69,209.0,17.77,14.4,2
no,0,82,138.1,11.74,3.3,1
no,28,62,233.9,19.88,7.7,2
yes,0,126,200.6,17.05,13.3,0
no,0,77,123.5,10.5,12.9,0
no,0,84,166.0,14.11,13.2,1
no,0,98,212.5,18.06,9.8,2
no,44,95,274.9,23.37,10.0,2
yes,29,81,163.7,13.91,17.0,1
no,0,83,167.3,14.22,15.2,0
no,0,97,196.8,16.73,7.0,3
no,0,92,173.7,14.76,9.7,2
no,0,81,174.4,14.82,11.6,1
no,0,95,249.8,21.23,7.3,3
yes,0,82,269.4,22.9,10.1,0
no,0,113,149.8,12.73,9.8,2
no,0,89,274.3,23.32,12.4,1
no,0,91,207.5,17.64,11.6,0
yes,0,124,230.6,19.6,8.5,3
no,0,84,173.3,14.73,8.3,3
no,20,108,96.6,8.21,7.9,1
no,0,121,143.9,12.23,12.1,1
no,0,133,134.9,11.47,11.2,2
no,0,89,237.9,20.22,9.7,4
no,0,128,198.1,16.84,13.2,0
no,31,58,124.7,10.6,11.7,0
yes,0,69,245.0,20.83,14.7,0
no,0,134,261.5,22.23,10.0,1
no,0,101,255.5,21.72,11.6,0
no,24,138,203.8,17.32,6.0,2
no,30,116,195.5,16.62,15.4,1
no,28,93,185.4,15.76,6.1,1
no,50,94,178.0,15.13,12.1,2
no,38,104,136.0,11.56,4.3,0
no,0,125,182.9,15.55,13.8,1
no,19,110,212.8,18.09,10.0,1
no,0,103,89.1,7.57,10.3,1
no,24,95,161.5,13.73,13.0,2
yes,0,124,180.5,15.34,9.5,2
no,0,111,139.5,11.86,12.0,0
no,0,94,138.0,11.73,9.9,2
no,0,125,142.7,12.13,11.7,0
no,0,71,285.1,24.23,6.2,2
no,0,93,223.9,19.03,8.7,2
yes,0,91,217.2,18.46,13.9,0
no,0,114,256.6,21.81,0.0,2
no,30,107,153.3,13.03,11.1,1
no,27,113,254.0,21.59,9.2,3
no,0,143,211.7,17.99,9.9,1
no,0,90,151.5,12.88,7.5,1
no,0,122,173.7,14.76,10.3,0
no,0,142,216.5,18.4,12.4,1
no,31,94,225.1,19.13,10.7,2
no,0,124,266.6,22.66,8.0,2
no,0,115,195.4,16.61,7.1,1
yes,40,78,180.6,15.35,10.2,2
no,0,108,162.4,13.8,13.4,3
yes,0,92,231.8,19.7,6.2,0
no,0,97,187.7,15.95,8.7,1
no,0,94,270.4,22.98,7.9,0
no,39,101,178.3,15.16,8.1,3
no,0,86,171.4,14.57,12.9,2
no,23,88,147.4,12.53,11.3,1
no,0,106,153.7,13.06,12.5,2
no,0,59,283.3,24.08,5.8,2
no,0,136,240.3,20.43,12.0,0
no,0,129,167.8,14.26,12.6,1
yes,0,103,176.7,15.02,14.2,0
no,0,90,164.0,13.94,9.5,3
no,19,104,185.4,15.76,8.2,3
no,23,88,265.0,22.53,14.9,2
no,0,126,313.4,26.64,10.5,1
no,44,85,150.1,12.76,12.0,1
no,0,81,133.1,11.31,9.1,1
no,31,68,199.2,16.93,13.2,1
yes,0,84,177.8,15.11,5.9,4
yes,34,105,225.5,19.17,6.1,2
no,24,81,234.9,19.97,9.0,1
no,30,117,249.5,21.21,7.4,0
no,0,119,211.8,18.0,10.3,1
no,0,95,212.0,18.02,11.3,3
no,0,74,169.7,14.42,9.0,2
no,0,101,170.7,14.51,11.6,3
no,17,114,243.7,20.71,9.1,1
yes,0,88,243.5,20.7,10.9,3
yes,0,109,211.8,18.0,9.2,5
yes,29,90,263.5,22.4,9.0,6
no,0,74,214.8,18.26,10.8,1
no,0,99,246.9,20.99,7.2,0
no,27,89,127.3,10.82,7.7,2
no,27,110,103.3,8.78,9.1,0
no,0,106,292.7,24.88,5.5,0
no,0,131,256.1,21.77,11.1,1
no,0,142,211.7,17.99,9.3,1
no,0,132,115.9,9.85,16.2,0
no,0,82,231.4,19.67,10.0,2
no,0,68,179.3,15.24,10.2,1
no,0,87,131.0,11.14,9.4,3
yes,0,118,196.6,16.71,11.0,0
no,0,99,250.7,21.31,6.1,4
no,0,114,208.7,17.74,14.4,2
no,0,108,132.2,11.24,10.6,3
no,0,105,204.0,17.34,9.1,1
no,28,126,253.6,21.56,11.4,1
no,0,100,211.2,17.95,13.6,2
no,0,104,152.3,12.95,11.8,2
no,25,77,290.0,24.65,11.6,1
no,0,106,152.9,13.0,3.5,1
no,0,122,103.8,8.82,10.8,2
no,33,95,235.5,20.02,11.0,2
no,0,80,142.7,12.13,12.3,3
no,0,77,213.6,18.16,10.7,1
no,23,114,254.7,21.65,7.2,2
yes,0,113,186.5,15.85,18.3,1
no,0,91,194.4,16.52,11.4,1
no,0,113,164.7,14.0,10.1,1
yes,0,68,143.8,12.22,10.3,0
no,27,122,195.3,16.6,13.2,4
no,0,101,170.2,14.47,5.7,0
no,0,94,291.7,24.79,11.2,0
no,0,80,187.0,15.9,16.6,2
yes,0,48,236.4,20.09,13.1,0
no,0,78,215.3,18.3,14.3,2
no,0,110,200.5,17.04,10.2,2
yes,0,71,214.1,18.2,10.3,5
yes,0,106,128.9,10.96,6.3,4
no,26,108,224.3,19.07,12.6,1
no,0,90,146.4,12.44,10.5,1
no,0,144,216.9,18.44,9.9,1
no,0,91,173.4,14.74,7.5,3
no,0,130,156.0,13.26,11.6,2
no,33,115,201.4,17.12,10.4,3
no,0,119,214.4,18.22,10.3,2
no,0,70,228.9,19.46,14.3,1
no,35,88,190.0,16.15,10.5,2
yes,0,97,214.6,18.24,14.2,2
no,41,110,136.1,11.57,10.8,0
no,0,98,225.6,19.18,14.0,0
no,20,110,215.1,18.28,9.4,0
no,0,101,195.8,16.64,10.0,1
no,0,100,213.7,18.16,11.5,1
no,0,123,162.8,13.84,10.1,1
no,32,101,209.4,17.8,12.2,0
no,0,102,143.8,12.22,8.0,0
no,0,128,217.0,18.45,10.0,2
no,0,109,176.1,14.97,8.2,2
no,0,126,126.2,10.73,4.6,1
no,21,112,197.3,16.77,8.7,2
no,0,96,260.7,22.16,8.1,1
no,0,77,207.3,17.62,5.6,1
no,28,123,247.8,21.06,7.4,1
no,0,125,67.5,5.74,11.5,0
no,0,80,236.2,20.08,11.8,2
no,19,90,241.8,20.55,13.1,4
no,24,125,305.5,25.97,12.1,0
no,0,102,167.1,14.2,9.7,3
no,0,102,160.7,13.66,12.5,0
yes,0,118,229.6,19.52,13.6,0
no,0,100,259.8,22.08,9.1,2
no,0,89,215.4,18.31,11.3,2
no,0,98,120.6,10.25,9.2,2
no,0,67,130.4,11.08,6.9,2
yes,0,93,226.4,19.24,12.3,0
no,32,77,251.5,21.38,6.6,3
no,0,61,179.3,15.24,10.4,3
no,0,92,187.5,15.94,6.5,2
no,19,123,257.7,21.9,9.6,0
no,0,108,102.4,8.7,9.8,1
yes,0,134,141.2,12.0,11.4,2
no,0,49,237.4,20.18,9.8,1
yes,0,44,167.5,14.24,8.7,1
no,0,44,161.4,13.72,8.4,1
no,50,130,132.9,11.3,11.1,2
no,36,141,207.0,17.6,10.9,1
yes,0,101,237.4,20.18,8.4,1
no,0,104,144.5,12.28,11.6,0
no,0,98,192.6,16.37,12.2,0
no,34,80,142.0,12.07,11.8,1
no,27,112,155.0,13.18,7.2,0
no,0,98,248.4,21.11,14.7,3
no,0,99,153.1,13.01,6.4,0
no,0,130,192.7,16.38,9.1,1
no,32,94,199.9,16.99,16.6,0
no,0,90,207.5,17.64,5.6,2
no,36,115,256.6,21.81,3.8,1
yes,0,108,209.9,17.84,7.9,1
no,15,106,187.8,15.96,10.0,2
no,32,94,269.1,22.87,6.7,5
no,0,103,141.9,12.06,10.4,2
no,0,100,135.9,11.55,3.8,3
no,19,122,186.9,15.89,0.0,1
no,0,67,273.8,23.27,12.8,0
yes,0,104,201.6,17.14,7.9,2
no,0,87,222.1,18.88,13.0,1
no,0,89,187.5,15.94,4.3,0
no,0,92,250.2,21.27,10.8,1
no,34,119,142.1,12.08,12.5,4
no,0,126,248.9,21.16,14.4,4
no,0,89,163.0,13.86,8.3,0
no,0,112,265.8,22.59,0.0,4
no,0,117,164.2,13.96,9.4,0
no,0,88,253.0,21.51,10.7,1
no,0,67,181.6,15.44,15.9,2
no,0,98,242.0,20.57,10.2,2
no,0,62,275.0,23.38,16.7,2
yes,0,105,246.9,20.99,10.3,1
yes,0,116,235.3,20.0,5.0,4
no,23,104,227.8,19.36,10.2,1
no,0,106,204.9,17.42,9.8,2
no,0,84,232.5,19.76,14.9,3
no,0,109,144.2,12.26,12.9,1
no,0,134,0.0,0.0,11.8,1
no,0,71,306.6,26.06,2.1,1
yes,0,73,131.0,11.14,8.6,2
no,0,63,208.8,17.75,9.8,0
yes,0,86,175.9,14.95,9.5,0
no,40,90,206.4,17.54,13.4,0
no,0,129,260.4,22.13,7.0,1
no,0,102,261.0,22.19,13.3,0
no,0,104,90.0,7.65,7.3,1
yes,0,118,259.6,22.07,10.0,1
no,19,96,241.3,20.51,7.8,0
no,0,75,219.5,18.66,9.8,0
no,0,103,259.6,22.07,14.0,0
no,19,73,246.4,20.94,4.1,1
yes,0,116,286.7,24.37,9.0,1
no,0,146,152.5,12.96,10.0,2
no,0,113,189.7,16.12,12.9,2
yes,0,87,226.1,19.22,8.2,5
no,0,83,249.3,21.19,9.8,7
no,0,113,208.0,17.68,8.4,3
no,0,111,169.5,14.41,10.3,1
no,0,94,268.1,22.79,8.6,1
no,20,91,199.7,16.97,7.3,1
no,0,65,209.8,17.83,9.1,1
yes,36,81,163.2,13.87,8.0,6
no,0,88,175.1,14.88,5.4,1
no,30,102,183.4,15.59,11.6,0
yes,0,44,214.5,18.23,7.9,3
no,0,134,97.7,8.3,8.4,1
no,0,81,161.8,13.75,8.0,1
no,20,132,276.8,23.53,10.2,0
yes,0,136,270.8,23.02,13.9,1
no,0,54,213.4,18.14,7.9,2
yes,0,81,187.7,15.95,9.6,0
yes,35,134,141.1,11.99,10.1,2
no,0,96,202.1,17.18,10.4,0
no,0,72,225.2,19.14,7.0,1
no,0,89,131.7,11.19,11.8,0
no,0,117,218.7,18.59,11.5,1
no,0,100,148.8,12.65,6.7,0
no,0,71,214.8,18.26,13.0,1
yes,0,107,208.4,17.71,8.8,7
yes,0,86,275.6,23.43,14.3,3
no,0,106,224.5,19.08,8.9,2
no,0,87,281.1,23.89,11.0,3
no,12,105,151.3,12.86,10.5,2
yes,0,83,118.8,10.1,13.7,3
no,0,96,175.2,14.89,12.0,3
yes,0,114,211.3,17.96,13.8,2
no,28,109,137.6,11.7,8.3,1
no,0,116,130.4,11.08,7.3,1
no,24,104,143.4,12.19,11.6,1
yes,0,130,302.6,25.72,5.5,1
no,31,63,191.6,16.29,13.2,2
no,34,63,134.2,11.41,13.3,1
no,30,114,215.8,18.34,7.8,0
no,0,70,252.7,21.48,12.3,0
no,0,109,127.5,10.84,14.5,3
no,0,82,187.5,15.94,11.5,1
yes,0,91,225.2,19.14,8.9,3
no,0,103,254.3,21.62,10.5,2
no,0,124,146.9,12.49,9.9,1
no,0,145,154.8,13.16,14.1,3
no,31,97,183.5,15.6,13.0,0
no,39,107,253.8,21.57,6.7,5
no,0,97,288.7,24.54,12.1,2
no,0,100,189.6,16.12,11.1,1
no,0,89,185.5,15.77,5.2,2
no,0,127,143.5,12.2,11.8,0
no,0,90,234.1,19.9,6.0,5
yes,0,105,158.2,13.45,13.8,3
no,23,80,216.1,18.37,9.8,1
no,0,92,193.9,16.48,10.1,0
no,33,87,114.8,9.76,2.9,0
yes,35,101,208.3,17.71,13.9,4
no,0,89,199.6,16.97,11.5,1
no,22,105,80.0,6.8,15.6,2
no,32,116,192.2,16.34,10.8,6
no,28,96,285.8,24.29,9.4,4
no,34,114,207.6,17.65,9.2,0
no,0,83,148.3,12.61,12.5,3
no,0,103,101.3,8.61,7.8,1
no,0,115,249.8,21.23,13.6,1
no,42,93,170.8,14.52,11.2,1
yes,0,112,221.6,18.84,11.6,4
no,0,112,209.7,17.82,9.4,3
no,0,137,242.8,20.64,6.5,0
no,28,94,141.5,12.03,6.4,2
no,0,145,183.6,15.61,10.5,1
no,0,103,197.1,16.75,10.5,0
no,0,83,199.6,16.97,6.5,0
no,0,134,187.8,15.96,8.3,0
no,0,101,154.7,13.15,9.0,1
no,0,81,225.1,19.13,8.5,1
yes,0,74,224.9,19.12,10.5,2
no,0,81,193.4,16.44,12.8,2
no,0,119,157.1,13.35,14.0,0
no,0,83,208.1,17.69,15.6,3
yes,0,92,188.0,15.98,13.5,4
no,0,111,236.2,20.08,15.6,1
no,0,103,202.8,17.24,12.9,2
no,0,112,193.4,16.44,7.0,0
no,0,126,233.0,19.81,9.1,0
no,0,80,197.4,16.78,9.7,2
no,0,123,151.9,12.91,10.7,2
no,0,108,264.1,22.45,7.3,1
no,0,83,219.0,18.62,7.1,3
no,35,103,167.2,14.21,11.8,2
no,0,98,189.4,16.1,8.4,3
no,31,98,180.5,15.34,13.0,0
no,25,137,116.6,9.91,12.2,1
yes,0,129,237.2,20.16,8.7,4
no,29,83,268.2,22.8,8.4,3
no,0,93,214.3,18.22,7.2,3
no,21,85,223.1,18.96,9.5,2
no,26,91,160.5,13.64,9.9,1
yes,0,122,214.2,18.21,12.0,3
no,34,114,129.3,10.99,6.3,1
yes,0,106,188.0,15.98,8.5,0
no,0,88,204.0,17.34,6.6,1
no,40,61,341.3,29.01,6.3,2
no,0,88,134.7,11.45,10.0,2
no,29,86,314.3,26.72,14.3,0
no,0,95,108.1,9.19,13.2,1
yes,0,99,174.8,14.86,7.9,5
no,0,102,237.1,20.15,17.5,0
no,0,85,254.1,21.6,5.9,6
no,0,63,191.8,16.3,12.1,3
no,0,108,142.3,12.1,12.5,0
no,0,113,256.9,21.84,12.1,2
no,0,55,223.0,18.96,10.0,3
no,0,91,152.8,12.99,11.2,3
no,0,88,283.4,24.09,8.6,0
no,29,127,175.9,14.95,8.9,1
no,30,72,170.0,14.45,9.4,3
no,0,98,228.0,19.38,10.6,1
no,0,93,147.6,12.55,10.1,0
yes,0,95,274.3,23.32,8.2,2
no,27,93,249.0,21.17,10.6,1
no,0,114,191.4,16.27,10.0,2
no,0,121,191.9,16.31,12.0,0
no,0,94,207.9,17.67,10.1,0
no,0,131,190.4,16.18,10.4,0
no,32,101,211.9,18.01,8.2,1
no,32,123,230.9,19.63,12.6,3
no,0,111,227.0,19.3,13.2,2
no,13,61,181.2,15.4,10.3,0
no,0,101,236.7,20.12,9.5,0
no,26,100,173.3,14.73,11.6,1
no,0,92,198.3,16.86,9.1,1
no,30,71,182.4,15.5,11.0,2
no,0,121,192.9,16.4,11.2,0
no,28,116,240.7,20.46,10.6,1
no,32,99,155.1,13.18,11.4,1
yes,0,89,192.3,16.35,9.3,7
yes,0,99,221.1,18.79,14.0,2
no,0,110,132.9,11.3,12.1,0
no,0,125,199.2,16.93,10.0,4
no,0,83,201.4,17.12,8.8,1
no,0,143,210.1,17.86,13.1,2
no,33,100,194.0,16.49,5.2,1
no,0,101,160.4,13.63,11.4,0
no,21,95,256.3,21.79,10.8,2
no,0,77,138.3,11.76,8.5,1
no,0,120,203.7,17.31,14.1,3
no,17,84,201.0,17.09,11.3,0
no,24,119,182.0,15.47,9.4,3
yes,0,115,141.4,12.02,10.5,4
no,0,102,223.4,18.99,10.6,0
yes,0,96,197.9,16.82,11.7,4
no,0,100,230.1,19.56,10.2,3
no,16,110,185.7,15.78,5.6,2
no,25,88,109.9,9.34,8.7,3
yes,0,100,230.4,19.58,7.8,2
no,0,74,320.9,27.28,10.4,2
no,0,94,114.3,9.72,11.4,3
no,0,123,206.4,17.54,10.8,1
no,36,83,179.6,15.27,10.3,1
no,0,96,167.6,14.25,14.7,3
no,0,121,175.2,14.89,13.3,2
no,0,139,239.6,20.37,7.1,2
no,0,127,179.4,15.25,15.2,5
no,31,85,213.1,18.11,10.7,1
no,0,95,181.6,15.44,12.8,2
no,0,141,187.1,15.9,10.0,3
yes,0,115,158.2,13.45,10.3,5
no,0,112,290.9,24.73,13.9,1
no,0,91,122.9,10.45,8.5,4
yes,0,97,277.4,23.58,11.0,0
yes,0,112,278.2,23.65,7.1,0
no,0,100,246.6,20.96,9.5,1
no,0,111,156.2,13.28,10.5,2
no,47,117,204.0,17.34,6.3,2
no,0,94,150.0,12.75,9.6,2
no,0,97,192.3,16.35,10.4,3
yes,0,60,179.5,15.26,6.2,4
no,0,111,203.8,17.32,9.3,3
no,0,99,210.7,17.91,2.1,0
no,0,95,185.7,15.78,10.0,2
no,0,121,230.1,19.56,13.3,0
no,0,97,273.2,23.22,11.0,1
no,44,101,173.1,14.71,9.1,1
no,0,93,136.4,11.59,9.0,1
yes,0,110,299.1,25.42,11.2,1
yes,0,115,117.9,10.02,12.0,4
no,0,70,252.2,21.44,7.5,0
no,0,125,148.3,12.61,9.7,1
no,0,67,244.8,20.81,12.3,3
no,0,71,184.0,15.64,12.9,3
no,43,123,129.1,10.97,8.6,2
no,28,121,203.7,17.31,8.3,0
no,41,102,140.7,11.96,12.8,1
no,0,128,205.5,17.47,13.8,0
no,0,102,178.9,15.21,9.4,1
no,0,74,192.9,16.4,10.1,5
no,0,100,229.0,19.47,7.8,3
no,0,116,197.5,16.79,8.4,2
no,0,88,158.6,13.48,6.8,0
no,0,130,162.5,13.81,11.9,0
no,0,126,154.7,13.15,9.4,3
no,39,40,274.4,23.32,5.4,1
yes,0,110,206.3,17.54,13.2,0
yes,0,151,148.0,12.58,15.8,6
yes,0,83,134.1,11.4,9.3,0
no,37,76,177.6,15.1,5.0,2
no,0,67,165.1,14.03,10.8,1
no,29,89,223.5,19.0,9.7,2
no,0,107,175.9,14.95,11.3,0
no,32,63,227.4,19.33,12.8,2
no,0,84,163.6,13.91,11.8,1
no,32,120,202.9,17.25,8.8,1
no,0,120,285.9,24.3,6.9,3
no,40,101,256.8,21.83,6.4,1
no,0,96,253.4,21.54,10.5,1
yes,0,90,294.6,25.04,10.8,1
no,0,107,223.9,19.03,10.2,1
no,22,123,189.7,16.12,11.7,0
no,0,135,186.4,15.84,10.4,2
no,0,114,276.0,23.46,11.4,1
no,0,134,134.5,11.43,12.0,2
no,0,141,215.5,18.32,12.0,1
no,0,79,194.9,16.57,8.8,3
no,31,84,161.5,13.73,9.4,1
no,24,85,224.1,19.05,2.4,0
no,30,100,230.0,19.55,13.2,1
no,18,66,213.6,18.16,13.4,2
no,35,72,332.8,28.29,8.8,2
no,12,76,253.6,21.56,10.2,0
no,0,94,251.7,21.39,8.5,1
no,29,119,171.7,14.59,11.7,3
no,0,145,202.3,17.2,16.7,2
yes,0,101,276.8,23.53,12.3,3
no,0,81,194.6,16.54,8.4,2
yes,0,117,194.0,16.49,7.5,2
no,0,105,188.6,16.03,10.7,0
no,0,81,210.8,17.92,15.0,5
no,0,86,212.3,18.05,7.8,1
no,0,79,182.6,15.52,4.2,1
no,27,89,180.6,15.35,6.6,1
no,0,102,168.2,14.3,9.9,1
no,0,79,74.6,6.34,6.3,0
no,28,96,164.1,13.95,2.5,1
no,25,101,212.0,18.02,4.9,3
no,34,95,216.9,18.44,7.5,0
no,0,140,228.6,19.43,10.9,1
yes,0,93,266.9,22.69,8.8,3
no,33,99,235.3,20.0,10.2,2
no,0,65,280.4,23.83,5.0,1
yes,0,118,172.3,14.65,11.3,1
no,30,111,236.7,20.12,8.4,0
yes,0,112,131.7,11.19,10.3,5
no,0,87,224.7,19.1,7.2,1
no,0,101,122.1,10.38,12.6,3
yes,44,117,236.3,20.09,11.9,0
yes,0,104,158.9,13.51,3.9,4
no,0,85,216.6,18.41,11.5,0
no,0,103,279.6,23.77,13.5,0
no,0,105,161.1,13.69,9.2,2
no,0,87,225.3,19.15,11.7,0
no,24,69,177.2,15.06,9.0,1
no,30,105,283.2,24.07,14.7,1
yes,0,61,187.2,15.91,11.0,2
no,0,110,198.1,16.84,13.3,2
